n,knob_MAT_SIZE,knob_UNROLL_FACTOR1,knob_UNROLL_FACTOR2,knob_UNROLL_FACTOR3,knob_SUBDIM_X,knob_SUBDIM_Y,B,knob_DATA_BLOCK,obj1,obj2
1991,1024,2,4,4,4,16,0,524288,6.528821,62
1992,1024,2,4,4,4,16,0,262144,7.464618,99
1993,1024,2,4,4,8,1,0,1048576,7.066275,44
1994,1024,2,4,4,8,1,0,524288,7.420274,67
1995,1024,2,4,4,8,1,0,262144,7.495642,95
1996,1024,2,4,4,8,2,0,1048576,8.002486,44
1997,1024,2,4,4,8,2,0,524288,5.632775,73
1998,1024,2,4,4,8,2,0,262144,5.501986,100
1999,1024,2,4,4,8,4,0,1048576,8.144722,47
2000,1024,2,4,4,8,4,0,524288,7.091155,62
2001,1024,2,4,4,8,4,0,262144,5.472101,109
2002,1024,2,4,4,8,8,0,1048576,9.190579,42
2003,1024,2,4,4,8,8,0,524288,6.0682,72
2004,1024,2,4,4,8,8,0,262144,7.693482,112
2005,1024,2,4,4,8,16,0,1048576,6.830223,45
2006,1024,2,4,4,8,16,0,524288,7.209426,66
2007,1024,2,4,4,8,16,0,262144,6.597219,98
2008,1024,2,4,4,16,1,0,1048576,7.640632,49
2009,1024,2,4,4,16,1,0,524288,7.347956,58
2010,1024,2,4,4,16,1,0,262144,6.888986,111
2011,1024,2,4,4,16,2,0,1048576,7.746888,48
2012,1024,2,4,4,16,2,0,524288,6.867488,65
2013,1024,2,4,4,16,2,0,262144,5.014083,113
2014,1024,2,4,4,16,4,0,1048576,8.416578,41
2015,1024,2,4,4,16,4,0,524288,9.429953,60
2016,1024,2,4,4,16,4,0,262144,6.667961,112
2017,1024,2,4,4,16,8,0,1048576,7.9495,49
2018,1024,2,4,4,16,8,0,524288,7.337298,67
2019,1024,2,4,4,16,8,0,262144,7.307601,110
2020,1024,2,4,4,16,16,0,1048576,5.4433,47
2021,1024,2,4,4,16,16,0,524288,5.97987,70
2022,1024,2,4,4,16,16,0,262144,7.130613,130
2023,1024,2,4,8,1,1,0,1048576,4.530838,40
2024,1024,2,4,8,1,1,0,524288,3.253365,74
2025,1024,2,4,8,1,1,0,262144,7.303537,102
2026,1024,2,4,8,1,2,0,1048576,4.850199,35
2027,1024,2,4,8,1,2,0,524288,4.069205,63
2028,1024,2,4,8,1,2,0,262144,4.570648,98
2029,1024,2,4,8,1,4,0,1048576,5.277134,37
2030,1024,2,4,8,1,4,0,524288,5.100726,51
2031,1024,2,4,8,1,4,0,262144,4.022114,116
2032,1024,2,4,8,1,8,0,1048576,6.532006,49
2033,1024,2,4,8,1,8,0,524288,5.462692,68
2034,1024,2,4,8,1,8,0,262144,5.656233,125
2035,1024,2,4,8,1,16,0,1048576,8.151776,48
2036,1024,2,4,8,1,16,0,524288,6.331341,96
2037,1024,2,4,8,1,16,0,262144,7.232823,146
2038,1024,2,4,8,2,1,0,1048576,6.111657,49
2039,1024,2,4,8,2,1,0,524288,8.750859,101
2040,1024,2,4,8,2,1,0,262144,7.205305,143
2041,1024,2,4,8,2,2,0,1048576,4.309336,36
2042,1024,2,4,8,2,2,0,524288,3.267483,84
2043,1024,2,4,8,2,2,0,262144,3.836793,128
2044,1024,2,4,8,2,4,0,1048576,5.686463,57
2045,1024,2,4,8,2,4,0,524288,8.705267,92
2046,1024,2,4,8,2,4,0,262144,5.586884,162
2047,1024,2,4,8,2,8,0,1048576,5.046372,59
2048,1024,2,4,8,2,8,0,524288,8.606047,93
2049,1024,2,4,8,2,8,0,262144,6.776653,137
2050,1024,2,4,8,2,16,0,1048576,5.706125,49
2051,1024,2,4,8,2,16,0,524288,3.858935,88
2052,1024,2,4,8,2,16,0,262144,5.346367,114
2053,1024,2,4,8,4,1,0,1048576,5.785922,61
2054,1024,2,4,8,4,1,0,524288,7.182162,103
2055,1024,2,4,8,4,1,0,262144,7.94756,120
2056,1024,2,4,8,4,2,0,1048576,5.49987,67
2057,1024,2,4,8,4,2,0,524288,6.237555,94
2058,1024,2,4,8,4,2,0,262144,6.449282,194
2059,1024,2,4,8,4,4,0,1048576,4.74457,50
2060,1024,2,4,8,4,4,0,524288,4.281567,92
2061,1024,2,4,8,4,4,0,262144,4.659068,126
2062,1024,2,4,8,4,8,0,1048576,5.591899,76
2063,1024,2,4,8,4,8,0,524288,6.056725,90
2064,1024,2,4,8,4,8,0,262144,6.456895,143
2065,1024,2,4,8,4,16,0,1048576,7.323006,60
2066,1024,2,4,8,4,16,0,524288,7.280997,145
2067,1024,2,4,8,4,16,0,262144,8.295934,162
2068,1024,2,4,8,8,1,0,1048576,4.419492,43
2069,1024,2,4,8,8,1,0,524288,3.494451,96
2070,1024,2,4,8,8,1,0,262144,3.355963,101
2071,1024,2,4,8,8,2,0,1048576,3.826971,41
2072,1024,2,4,8,8,2,0,524288,4.103653,105
2073,1024,2,4,8,8,2,0,262144,3.9639,120
2074,1024,2,4,8,8,4,0,1048576,4.447293,38
2075,1024,2,4,8,8,4,0,524288,2.534204,90
2076,1024,2,4,8,8,4,0,262144,4.689286,133
2077,1024,2,4,8,8,8,0,1048576,5.775917,65
2078,1024,2,4,8,8,8,0,524288,6.747039,113
2079,1024,2,4,8,8,8,0,262144,6.706105,189
2080,1024,2,4,8,8,16,0,1048576,3.399836,46
2081,1024,2,4,8,8,16,0,524288,3.031487,76
2082,1024,2,4,8,8,16,0,262144,4.096204,155
2083,1024,2,4,8,16,1,0,1048576,6.045235,65
2084,1024,2,4,8,16,1,0,524288,7.036072,110
2085,1024,2,4,8,16,1,0,262144,6.096048,172
2086,1024,2,4,8,16,2,0,1048576,5.837913,67
2087,1024,2,4,8,16,2,0,524288,5.572982,110
2088,1024,2,4,8,16,2,0,262144,6.125707,203
2089,1024,2,4,8,16,4,0,1048576,5.375257,68
2090,1024,2,4,8,16,4,0,524288,5.368197,120
2091,1024,2,4,8,16,4,0,262144,6.115114,193
2092,1024,2,4,8,16,8,0,1048576,5.903738,70
2093,1024,2,4,8,16,8,0,524288,6.43763,142
2094,1024,2,4,8,16,8,0,262144,7.501379,207
2095,1024,2,4,8,16,16,0,1048576,4.940322,58
2096,1024,2,4,8,16,16,0,524288,5.407669,131
2097,1024,2,4,8,16,16,0,262144,4.549219,218
2098,1024,2,8,1,1,1,0,1048576,9.877064,43
2099,1024,2,8,1,1,1,0,524288,6.756634,63
2100,1024,2,8,1,1,1,0,262144,11.656483,96
2101,1024,2,8,1,1,2,0,1048576,9.434983,41
2102,1024,2,8,1,1,2,0,524288,9.577881,81
2103,1024,2,8,1,1,2,0,262144,11.977051,170
2104,1024,2,8,1,1,4,0,1048576,10.804311,42
2105,1024,2,8,1,1,4,0,524288,8.691638,86
2106,1024,2,8,1,1,4,0,262144,11.942709,175
2107,1024,2,8,1,1,8,0,1048576,7.988212,42
2108,1024,2,8,1,1,8,0,524288,8.780654,77
2109,1024,2,8,1,1,8,0,262144,12.225759,161
2110,1024,2,8,1,1,16,0,1048576,9.125093,35
2111,1024,2,8,1,1,16,0,524288,10.994207,103
2112,1024,2,8,1,1,16,0,262144,7.430386,86
2113,1024,2,8,1,2,1,0,1048576,9.309334,37
2114,1024,2,8,1,2,1,0,524288,8.580834,64
2115,1024,2,8,1,2,1,0,262144,14.795652,121
2116,1024,2,8,1,2,2,0,1048576,12.882872,42
2117,1024,2,8,1,2,2,0,524288,10.31081,61
2118,1024,2,8,1,2,2,0,262144,9.686596,131
2119,1024,2,8,1,2,4,0,1048576,12.029558,43
2120,1024,2,8,1,2,4,0,524288,9.836652,66
2121,1024,2,8,1,2,4,0,262144,10.095052,100
2122,1024,2,8,1,2,8,0,1048576,10.710972,49
2123,1024,2,8,1,2,8,0,524288,7.776367,62
2124,1024,2,8,1,2,8,0,262144,14.965142,138
2125,1024,2,8,1,2,16,0,1048576,9.930918,47
2126,1024,2,8,1,2,16,0,524288,7.101034,67
2127,1024,2,8,1,2,16,0,262144,9.404428,101
2128,1024,2,8,1,4,1,0,1048576,13.502773,72
2129,1024,2,8,1,4,1,0,524288,11.530059,93
2130,1024,2,8,1,4,1,0,262144,12.690479,159
2131,1024,2,8,1,4,2,0,1048576,14.465717,58
2132,1024,2,8,1,4,2,0,524288,12.604388,78
2133,1024,2,8,1,4,2,0,262144,10.611451,116
2134,1024,2,8,1,4,4,0,1048576,9.260316,44
2135,1024,2,8,1,4,4,0,524288,13.775244,87
2136,1024,2,8,1,4,4,0,262144,11.652215,129
2137,1024,2,8,1,4,8,0,1048576,10.929007,42
2138,1024,2,8,1,4,8,0,524288,9.945229,69
2139,1024,2,8,1,4,8,0,262144,12.141103,108
2140,1024,2,8,1,4,16,0,1048576,12.865843,47
2141,1024,2,8,1,4,16,0,524288,8.759303,80
2142,1024,2,8,1,4,16,0,262144,10.582238,123
2143,1024,2,8,1,8,1,0,1048576,11.178597,70
2144,1024,2,8,1,8,1,0,524288,10.121336,93
2145,1024,2,8,1,8,1,0,262144,11.742684,128
2146,1024,2,8,1,8,2,0,1048576,9.46825,48
2147,1024,2,8,1,8,2,0,524288,17.383526,90
2148,1024,2,8,1,8,2,0,262144,11.028744,121
2149,1024,2,8,1,8,4,0,1048576,12.053662,46
2150,1024,2,8,1,8,4,0,524288,11.704483,80
2151,1024,2,8,1,8,4,0,262144,11.330861,131
2152,1024,2,8,1,8,8,0,1048576,9.565726,56
2153,1024,2,8,1,8,8,0,524288,12.960232,90
2154,1024,2,8,1,8,8,0,262144,13.18519,121
2155,1024,2,8,1,8,16,0,1048576,14.132544,55
2156,1024,2,8,1,8,16,0,524288,10.608457,78
2157,1024,2,8,1,8,16,0,262144,9.960235,133
2158,1024,2,8,1,16,1,0,1048576,14.203187,56
2159,1024,2,8,1,16,1,0,524288,13.590702,98
2160,1024,2,8,1,16,1,0,262144,13.181305,148
2161,1024,2,8,1,16,2,0,1048576,16.470868,67
2162,1024,2,8,1,16,2,0,524288,18.471439,116
2163,1024,2,8,1,16,2,0,262144,20.498333,143
2164,1024,2,8,1,16,4,0,1048576,14.987821,65
2165,1024,2,8,1,16,4,0,524288,14.600205,110
2166,1024,2,8,1,16,4,0,262144,21.685547,161
2167,1024,2,8,1,16,8,0,1048576,12.820152,68
2168,1024,2,8,1,16,8,0,524288,14.747541,103
2169,1024,2,8,1,16,8,0,262144,15.751528,143
2170,1024,2,8,1,16,16,0,1048576,14.574555,67
2171,1024,2,8,1,16,16,0,524288,15.24915,112
2172,1024,2,8,1,16,16,0,262144,17.230158,127
2173,1024,2,8,2,1,1,0,1048576,4.92744,41
2174,1024,2,8,2,1,1,0,524288,5.303663,81
2175,1024,2,8,2,1,1,0,262144,4.24379,126
2176,1024,2,8,2,1,2,0,1048576,8.060122,32
2177,1024,2,8,2,1,2,0,524288,5.622497,48
2178,1024,2,8,2,1,2,0,262144,10.596896,120
2179,1024,2,8,2,1,4,0,1048576,6.719707,36
2180,1024,2,8,2,1,4,0,524288,4.700597,60
2181,1024,2,8,2,1,4,0,262144,6.308576,101
2182,1024,2,8,2,1,8,0,1048576,6.533357,41
2183,1024,2,8,2,1,8,0,524288,5.948082,59
2184,1024,2,8,2,1,8,0,262144,6.517838,109
2185,1024,2,8,2,1,16,0,1048576,6.840383,39
2186,1024,2,8,2,1,16,0,524288,4.32737,86
2187,1024,2,8,2,1,16,0,262144,5.023877,125
2188,1024,2,8,2,2,1,0,1048576,7.435803,39
2189,1024,2,8,2,2,1,0,524288,6.178366,88
2190,1024,2,8,2,2,1,0,262144,6.439526,113
2191,1024,2,8,2,2,2,0,1048576,8.786277,36
2192,1024,2,8,2,2,2,0,524288,6.379015,72
2193,1024,2,8,2,2,2,0,262144,5.191372,127
2194,1024,2,8,2,2,4,0,1048576,6.579524,34
2195,1024,2,8,2,2,4,0,524288,6.969684,63
2196,1024,2,8,2,2,4,0,262144,5.998717,137
2197,1024,2,8,2,2,8,0,1048576,8.08697,47
2198,1024,2,8,2,2,8,0,524288,4.798011,87
2199,1024,2,8,2,2,8,0,262144,6.044806,126
2200,1024,2,8,2,2,16,0,1048576,11.340804,66
2201,1024,2,8,2,2,16,0,524288,9.370067,94
2202,1024,2,8,2,2,16,0,262144,10.784645,168
2203,1024,2,8,2,4,1,0,1048576,9.261069,62
2204,1024,2,8,2,4,1,0,524288,12.568104,98
2205,1024,2,8,2,4,1,0,262144,10.672497,138
2206,1024,2,8,2,4,2,0,1048576,10.019734,64
2207,1024,2,8,2,4,2,0,524288,12.797328,93
2208,1024,2,8,2,4,2,0,262144,11.42294,171
2209,1024,2,8,2,4,4,0,1048576,5.975926,64
2210,1024,2,8,2,4,4,0,524288,6.760535,88
2211,1024,2,8,2,4,4,0,262144,7.504301,151
2212,1024,2,8,2,4,8,0,1048576,10.762736,68
2213,1024,2,8,2,4,8,0,524288,10.354086,101
2214,1024,2,8,2,4,8,0,262144,10.54753,158
2215,1024,2,8,2,4,16,0,1048576,9.857016,66
2216,1024,2,8,2,4,16,0,524288,12.453732,104
2217,1024,2,8,2,4,16,0,262144,13.353562,198
2218,1024,2,8,2,8,1,0,1048576,9.565157,75
2219,1024,2,8,2,8,1,0,524288,11.741979,104
2220,1024,2,8,2,8,1,0,262144,12.096654,185
2221,1024,2,8,2,8,2,0,1048576,10.190333,69
2222,1024,2,8,2,8,2,0,524288,9.569024,118
2223,1024,2,8,2,8,2,0,262144,9.050908,162
2224,1024,2,8,2,8,4,0,1048576,10.062525,70
2225,1024,2,8,2,8,4,0,524288,12.558205,115
2226,1024,2,8,2,8,4,0,262144,9.685271,172
2227,1024,2,8,2,8,8,0,1048576,9.901474,64
2228,1024,2,8,2,8,8,0,524288,10.317176,122
2229,1024,2,8,2,8,8,0,262144,9.574851,169
2230,1024,2,8,2,8,16,0,1048576,9.251408,69
2231,1024,2,8,2,8,16,0,524288,13.65209,102
2232,1024,2,8,2,8,16,0,262144,10.659183,160
2233,1024,2,8,2,16,1,0,1048576,4.530838,40
2234,1024,2,8,2,16,1,0,524288,3.253365,74
2235,1024,2,8,2,16,1,0,262144,7.303537,102
2236,1024,2,8,2,16,2,0,1048576,4.850199,35
2237,1024,2,8,2,16,2,0,524288,4.069205,63
2238,1024,2,8,2,16,2,0,262144,4.570648,98
2239,1024,2,8,2,16,4,0,1048576,5.277134,37
2240,1024,2,8,2,16,4,0,524288,5.100726,51
2241,1024,2,8,2,16,4,0,262144,4.022114,116
2242,1024,2,8,2,16,8,0,1048576,6.532006,49
2243,1024,2,8,2,16,8,0,524288,5.462692,68
2244,1024,2,8,2,16,8,0,262144,5.656233,125
2245,1024,2,8,2,16,16,0,1048576,8.151776,48
2246,1024,2,8,2,16,16,0,524288,6.331341,96
2247,1024,2,8,2,16,16,0,262144,7.232823,146
2248,1024,2,8,4,1,1,0,1048576,6.111657,49
2249,1024,2,8,4,1,1,0,524288,8.750859,101
2250,1024,2,8,4,1,1,0,262144,7.205305,143
2251,1024,2,8,4,1,2,0,1048576,3.943236,42
2252,1024,2,8,4,1,2,0,524288,3.965815,91
2253,1024,2,8,4,1,2,0,262144,3.880338,146
2254,1024,2,8,4,1,4,0,1048576,7.001949,70
2255,1024,2,8,4,1,4,0,524288,7.229058,102
2256,1024,2,8,4,1,4,0,262144,7.896409,195
2257,1024,2,8,4,1,8,0,1048576,6.82033,64
2258,1024,2,8,4,1,8,0,524288,8.412861,121
2259,1024,2,8,4,1,8,0,262144,7.378052,179
2260,1024,2,8,4,1,16,0,1048576,5.014017,40
2261,1024,2,8,4,1,16,0,524288,3.651249,77
2262,1024,2,8,4,1,16,0,262144,4.070562,152
2263,1024,2,8,4,2,1,0,1048576,6.85682,67
2264,1024,2,8,4,2,1,0,524288,6.898747,129
2265,1024,2,8,4,2,1,0,262144,9.917494,184
2266,1024,2,8,4,2,2,0,524288,6.68077,108
2267,1024,2,8,4,2,2,0,262144,7.779392,173
2268,1024,2,8,4,2,4,0,1048576,4.858321,58
2269,1024,2,8,4,2,4,0,524288,6.289042,103
2270,1024,2,8,4,2,4,0,262144,7.03263,177
2271,1024,2,8,4,2,8,0,1048576,7.705179,84
2272,1024,2,8,4,2,8,0,524288,7.430868,132
2273,1024,2,8,4,2,8,0,262144,8.059862,233
2274,1024,2,8,4,2,16,0,1048576,6.74391,83
2275,1024,2,8,4,2,16,0,524288,7.414269,138
2276,1024,2,8,4,2,16,0,262144,7.501634,200
2277,1024,2,8,4,4,1,0,1048576,4.419492,43
2278,1024,2,8,4,4,1,0,524288,3.494451,96
2279,1024,2,8,4,4,1,0,262144,3.355963,101
2280,1024,2,8,4,4,2,0,1048576,3.826971,41
2281,1024,2,8,4,4,2,0,524288,4.103653,105
2282,1024,2,8,4,4,2,0,262144,3.9639,120
2283,1024,2,8,4,4,4,0,1048576,4.447293,38
2284,1024,2,8,4,4,4,0,524288,2.534204,90
2285,1024,2,8,4,4,4,0,262144,4.689286,133
2286,1024,2,8,4,4,8,0,1048576,5.775917,65
2287,1024,2,8,4,4,8,0,524288,6.747039,113
2288,1024,2,8,4,4,8,0,262144,6.706105,189
2289,1024,2,8,4,4,16,0,1048576,4.818114,73
2290,1024,2,8,4,4,16,0,524288,3.823303,89
2291,1024,2,8,4,4,16,0,262144,4.538492,171
2292,1024,2,8,4,8,1,0,1048576,6.38116,74
2293,1024,2,8,4,8,1,0,524288,4.543454,131
2294,1024,2,8,4,8,1,0,262144,5.44537,242
2295,1024,2,8,4,8,2,0,1048576,4.507462,58
2296,1024,2,8,4,8,2,0,524288,6.374705,103
2297,1024,2,8,4,8,2,0,262144,4.249355,257
2298,1024,2,8,4,8,4,0,1048576,5.750109,69
2299,1024,2,8,4,8,4,0,524288,6.191882,122
2300,1024,2,8,4,8,4,0,262144,5.289987,181
2301,1024,2,8,4,8,8,0,1048576,5.445439,86
2302,1024,2,8,4,8,8,0,524288,6.439064,115
2303,1024,2,8,4,8,8,0,262144,4.414167,169
2304,1024,2,8,4,8,16,0,1048576,5.871102,82
2305,1024,2,8,4,8,16,0,524288,6.646104,130
2306,1024,2,8,4,8,16,0,262144,9.151804,216
2307,1024,2,8,4,16,1,0,1048576,9.877064,43
2308,1024,2,8,4,16,1,0,524288,6.756634,63
2309,1024,2,8,4,16,1,0,262144,11.656483,96
2310,1024,2,8,4,16,2,0,1048576,9.434983,41
2311,1024,2,8,4,16,2,0,524288,9.577881,81
2312,1024,2,8,4,16,2,0,262144,10.773706,166
2313,1024,2,8,4,16,4,0,1048576,10.804311,42
2314,1024,2,8,4,16,4,0,524288,8.691638,86
2315,1024,2,8,4,16,4,0,262144,11.942709,175
2316,1024,2,8,4,16,8,0,1048576,7.988212,42
2317,1024,2,8,4,16,8,0,524288,8.780654,77
2318,1024,2,8,4,16,8,0,262144,12.225759,161
2319,1024,2,8,4,16,16,0,1048576,9.125093,35
2320,1024,2,8,4,16,16,0,524288,10.994207,103
2321,1024,2,8,4,16,16,0,262144,7.430386,86
2322,1024,2,8,8,1,1,0,1048576,9.309334,37
2323,1024,2,8,8,1,1,0,524288,8.580834,64
2324,1024,2,8,8,1,1,0,262144,14.795652,121
2325,1024,2,8,8,1,2,0,1048576,12.882872,42
2326,1024,2,8,8,1,2,0,524288,10.31081,61
2327,1024,2,8,8,1,2,0,262144,9.686596,131
2328,1024,2,8,8,1,4,0,1048576,12.029558,43
2329,1024,2,8,8,1,4,0,524288,9.836652,66
2330,1024,2,8,8,1,4,0,262144,10.095052,100
2331,1024,2,8,8,1,8,0,1048576,10.710972,49
2332,1024,2,8,8,1,8,0,524288,7.776367,62
2333,1024,2,8,8,1,8,0,262144,14.965142,138
2334,1024,2,8,8,1,16,0,1048576,9.930918,47
2335,1024,2,8,8,1,16,0,524288,7.101034,67
2336,1024,2,8,8,1,16,0,262144,9.404428,101
2337,1024,2,8,8,2,1,0,1048576,13.022488,71
2338,1024,2,8,8,2,1,0,524288,11.530059,93
2339,1024,2,8,8,2,1,0,262144,12.690479,159
2340,1024,2,8,8,2,2,0,1048576,14.465717,58
2341,1024,2,8,8,2,2,0,524288,12.604388,78
2342,1024,2,8,8,2,2,0,262144,10.611451,116
2343,1024,2,8,8,2,4,0,1048576,9.260316,44
2344,1024,2,8,8,2,4,0,524288,13.775244,87
2345,1024,2,8,8,2,4,0,262144,12.071234,130
2346,1024,2,8,8,2,8,0,1048576,10.929007,42
2347,1024,2,8,8,2,8,0,524288,9.945229,69
2348,1024,2,8,8,2,8,0,262144,12.141103,108
2349,1024,2,8,8,2,16,0,1048576,12.865843,47
2350,1024,2,8,8,2,16,0,524288,8.759303,80
2351,1024,2,8,8,2,16,0,262144,10.582238,123
2352,1024,2,8,8,4,1,0,1048576,11.365551,51
2353,1024,2,8,8,4,1,0,524288,8.706283,98
2354,1024,2,8,8,4,1,0,262144,13.186747,155
2355,1024,2,8,8,4,2,0,1048576,13.837633,58
2356,1024,2,8,8,4,2,0,524288,18.312302,94
2357,1024,2,8,8,4,2,0,262144,14.300141,142
2358,1024,2,8,8,4,4,0,1048576,13.474821,60
2359,1024,2,8,8,4,4,0,524288,15.077553,94
2360,1024,2,8,8,4,4,0,262144,13.439903,136
2361,1024,2,8,8,4,8,0,1048576,12.590899,60
2362,1024,2,8,8,4,8,0,524288,13.312777,88
2363,1024,2,8,8,4,8,0,262144,13.547808,121
2364,1024,2,8,8,4,16,0,1048576,11.743667,66
2365,1024,2,8,8,4,16,0,524288,11.48043,97
2366,1024,2,8,8,4,16,0,262144,12.628802,138
2367,1024,2,8,8,8,1,0,1048576,12.277698,66
2368,1024,2,8,8,8,1,0,524288,12.745082,102
2369,1024,2,8,8,8,1,0,262144,14.927283,175
2370,1024,2,8,8,8,2,0,1048576,15.112284,55
2371,1024,2,8,8,8,2,0,524288,13.168255,92
2372,1024,2,8,8,8,2,0,262144,12.754632,142
2373,1024,2,8,8,8,4,0,1048576,13.7541,64
2374,1024,2,8,8,8,4,0,524288,16.271669,93
2375,1024,2,8,8,8,4,0,262144,14.117244,131
2376,1024,2,8,8,8,8,0,1048576,12.899733,62
2377,1024,2,8,8,8,8,0,524288,13.017247,105
2378,1024,2,8,8,8,8,0,262144,12.281943,141
2379,1024,2,8,8,8,16,0,1048576,10.21026,63
2380,1024,2,8,8,8,16,0,524288,12.102267,102
2381,1024,2,8,8,8,16,0,262144,13.411866,134
2382,1024,2,8,8,16,1,0,1048576,4.92744,41
2383,1024,2,8,8,16,1,0,524288,5.303663,81
2384,1024,2,8,8,16,1,0,262144,4.24379,126
2385,1024,2,8,8,16,2,0,1048576,8.060122,32
2386,1024,2,8,8,16,2,0,524288,5.622497,48
2387,1024,2,8,8,16,2,0,262144,10.596896,120
2388,1024,2,8,8,16,4,0,1048576,6.719707,36
2389,1024,2,8,8,16,4,0,524288,4.700597,60
2390,1024,2,8,8,16,4,0,262144,6.308576,101
2391,1024,2,8,8,16,8,0,1048576,6.533357,41
2392,1024,2,8,8,16,8,0,524288,5.948082,59
2393,1024,2,8,8,16,8,0,262144,6.517838,109
2394,1024,2,8,8,16,16,0,1048576,6.840383,39
2395,1024,2,8,8,16,16,0,524288,4.32737,86
2396,1024,2,8,8,16,16,0,262144,5.023877,125
2397,1024,4,1,1,1,1,0,1048576,7.435803,39
2398,1024,4,1,1,1,1,0,524288,6.178366,88
2399,1024,4,1,1,1,1,0,262144,6.439526,113
2400,1024,4,1,1,1,2,0,1048576,8.786277,36
2401,1024,4,1,1,1,2,0,524288,6.975121,71
2402,1024,4,1,1,1,2,0,262144,5.191372,127
2403,1024,4,1,1,1,4,0,1048576,6.579524,34
2404,1024,4,1,1,1,4,0,524288,6.969684,63
2405,1024,4,1,1,1,4,0,262144,5.998717,137
2406,1024,4,1,1,1,8,0,1048576,8.08697,47
2407,1024,4,1,1,1,8,0,524288,4.798011,87
2408,1024,4,1,1,1,8,0,262144,6.044806,126
2409,1024,4,1,1,1,16,0,1048576,11.340804,66
2410,1024,4,1,1,1,16,0,524288,9.370067,94
2411,1024,4,1,1,1,16,0,262144,10.784645,168
2412,1024,4,1,1,2,1,0,1048576,9.261069,62
2413,1024,4,1,1,2,1,0,524288,12.568104,98
2414,1024,4,1,1,2,1,0,262144,10.672497,138
2415,1024,4,1,1,2,2,0,1048576,10.019734,64
2416,1024,4,1,1,2,2,0,524288,12.797328,93
2417,1024,4,1,1,2,2,0,262144,11.42294,171
2418,1024,4,1,1,2,4,0,1048576,7.392521,54
2419,1024,4,1,1,2,4,0,524288,6.988394,105
2420,1024,4,1,1,2,4,0,262144,7.813845,161
2421,1024,4,1,1,2,8,0,1048576,11.476061,69
2422,1024,4,1,1,2,8,0,524288,10.455644,111
2423,1024,4,1,1,2,8,0,262144,11.033558,195
2424,1024,4,1,1,2,16,0,1048576,9.724554,71
2425,1024,4,1,1,2,16,0,524288,11.706919,108
2426,1024,4,1,1,2,16,0,262144,13.723542,202
2427,1024,4,1,1,4,1,0,1048576,9.2925,71
2428,1024,4,1,1,4,1,0,524288,10.338793,123
2429,1024,4,1,1,4,1,0,262144,9.325751,165
2430,1024,4,1,1,4,2,0,1048576,7.585928,55
2431,1024,4,1,1,4,2,0,524288,5.773818,79
2432,1024,4,1,1,4,2,0,262144,8.684373,200
2433,1024,4,1,1,4,4,0,1048576,9.749508,78
2434,1024,4,1,1,4,4,0,524288,8.206803,125
2435,1024,4,1,1,4,4,0,262144,12.213483,224
2436,1024,4,1,1,4,8,0,1048576,10.350249,69
2437,1024,4,1,1,4,8,0,524288,11.044529,117
2438,1024,4,1,1,4,8,0,262144,11.905527,194
2439,1024,4,1,1,4,16,0,1048576,8.906725,69
2440,1024,4,1,1,4,16,0,524288,12.140899,127
2441,1024,4,1,1,4,16,0,262144,9.788974,227
2442,1024,4,1,1,8,1,0,1048576,4.530838,40
2443,1024,4,1,1,8,1,0,524288,3.253365,74
2444,1024,4,1,1,8,1,0,262144,7.303537,102
2445,1024,4,1,1,8,2,0,1048576,4.850199,35
2446,1024,4,1,1,8,2,0,524288,4.069205,63
2447,1024,4,1,1,8,2,0,262144,4.570648,98
2448,1024,4,1,1,8,4,0,1048576,5.277134,37
2449,1024,4,1,1,8,4,0,524288,5.100726,51
2450,1024,4,1,1,8,4,0,262144,4.022114,116
2451,1024,4,1,1,8,8,0,1048576,6.532006,49
2452,1024,4,1,1,8,8,0,524288,5.462692,68
2453,1024,4,1,1,8,8,0,262144,5.656233,125
2454,1024,4,1,1,8,16,0,1048576,8.151776,48
2455,1024,4,1,1,8,16,0,524288,6.331341,96
2456,1024,4,1,1,8,16,0,262144,7.232823,146
2457,1024,4,1,1,16,1,0,1048576,6.111657,49
2458,1024,4,1,1,16,1,0,524288,8.750859,101
2459,1024,4,1,1,16,1,0,262144,7.205305,143
2460,1024,4,1,1,16,2,0,1048576,3.943236,42
2461,1024,4,1,1,16,2,0,524288,3.965815,91
2462,1024,4,1,1,16,2,0,262144,3.880338,146
2463,1024,4,1,1,16,4,0,1048576,7.001949,70
2464,1024,4,1,1,16,4,0,524288,7.229058,102
2465,1024,4,1,1,16,4,0,262144,7.896409,195
2466,1024,4,1,1,16,8,0,1048576,6.82033,64
2467,1024,4,1,1,16,8,0,524288,8.412861,121
2468,1024,4,1,1,16,8,0,262144,7.378052,179
2469,1024,4,1,1,16,16,0,1048576,5.639761,44
2470,1024,4,1,1,16,16,0,524288,4.836615,98
2471,1024,4,1,1,16,16,0,262144,4.057661,144
2472,1024,4,1,2,1,1,0,1048576,8.507697,93
2473,1024,4,1,2,1,1,0,524288,7.225428,128
2474,1024,4,1,2,1,1,0,262144,7.410606,196
2475,1024,4,1,2,1,2,0,1048576,7.991054,87
2476,1024,4,1,2,1,2,0,524288,7.737396,169
2477,1024,4,1,2,1,2,0,262144,7.586209,249
2478,1024,4,1,2,1,4,0,1048576,4.360812,46
2479,1024,4,1,2,1,4,0,524288,3.689918,73
2480,1024,4,1,2,1,4,0,262144,4.096325,138
